946,Python开发工程师（OD岗位）,深圳,深圳·龙岗区·坂田,华为,15-30K·13薪,30,15,22.5
953,python软件开发工程师,深圳,深圳·龙岗区·坂田,华为,14-28K·14薪,28,14,21.0
955,深圳腾讯云网络后台开发工程师,深圳,深圳·南山区·科技园,腾讯,20-40K·15薪,40,20,30.0
956,Python,深圳,深圳·龙岗区·坂田,华为,15-30K·14薪,30,15,22.5
962,云计算python开发工程师,深圳,深圳·龙岗区·坂田,华为,15-30K·16薪,30,15,22.5
963,云计算开发工程师,深圳,深圳·龙岗区·坂田,华为,15-30K,30,15,22.5
966,后台开发工程师,深圳,深圳·南山区·科技园,腾讯,15-30K,30,15,22.5
969,开发工程师,深圳,深圳·龙岗区·坂田,华为,12-24K·14薪,24,12,18.0
971,华为云-软件开发工程师,深圳,深圳·龙岗区·坂田,华为,15-30K·15薪,30,15,22.5
973,初级后台开发工程师,深圳,深圳·南山区·科技园,腾讯,15-30K,30,15,22.5
975,中高级Python工程师,深圳,深圳·龙岗区·坂田,华为,20-40K·15薪,40,20,30.0
977,腾讯游戏-监控系统开发(Python/Go)-深圳,深圳,深圳·南山区·科技园,腾讯,20-40K·16薪,40,20,30.0
978,德科OD-数据库开发测试,深圳,深圳·龙岗区·坂田,华为,15-30K·14薪,30,15,22.5
981,python,深圳,深圳·龙岗区·坂田,华为,14-28K·16薪,28,14,21.0
982,python爬虫开发工程师,深圳,深圳·南山区·科技园,腾讯,15-30K,30,15,22.5
983,德科OD-智能车开发测试,深圳,深圳·龙岗区·坂田,华为,15-30K·14薪,30,15,22.5
986,大数据分析工程师,深圳,深圳·龙岗区·坂田,华为,15-30K·16薪,30,15,22.5
987,德科OD-AI开发测试,深圳,深圳·龙岗区·坂田,华为,15-30K·14薪,30,15,22.5
988,腾讯云资深计算Python开发工程师,深圳,深圳·南山区·科技园,腾讯,30-60K·16薪,60,30,45.0
990,智能驾驶算法工程师,深圳,深圳·龙岗区·坂田,华为,15-30K·16薪,30,15,22.5
